name,sku,description,category,observations,price,stock
"Salgadinho Costelinha com Limão Elma Chips 35 g","7892840822484","Marca: Elma Chips. Categoria: Mercearia. Tipo: Salgadinhos e Petiscos. Embalagem: 35g. O salgadinho Elma Chips na variante costelinha com limão é uma opção deliciosa para quem busca um lanche prático e saboroso. Ideal para consumo imediato, ele é perfeito para acompanhar momentos de descontração em Cuiabá e Várzea Grande. Experimente essa combinação única de sabores e aproveite a crocância que só a Elma Chips pode oferecer.","Para Casa","EAN/GTIN: 7892840822484",1.90,2
"Salgadinho de Batata Churrasco Pringles 109 g","pringles.churrasco.104","Marca: Pringles. Categoria: Mercearia. Tipo: Salgadinhos e Petiscos. Embalagem: Unidade (109g). As Pringles sabor churrasco são uma opção de lanche crocante e saboroso, perfeitas para momentos de lazer e festas. Disponíveis na Dona Antônia, em Cuiabá e Várzea Grande, elas são ideais para piqueniques ou como aperitivo. Aproveite o sabor defumado que vai agradar a todos.","Para Casa","EAN/GTIN: 7896004006406",14.90,6
"Salgadinho de Batata Creme e Cebola Pringles 109 g","pringles.cremecebola.109","Marca: Pringles. Categoria: Mercearia. Tipo: Salgadinhos e Petiscos. Embalagem: Unidade (109g). O salgadinho Pringles Creme e Cebola é uma opção deliciosa para quem busca um lanche prático e saboroso. Ideal para festas e piqueniques, ele traz o sabor marcante da cebola com um toque cremoso. Disponível na Dona Antônia, em Cuiabá e Várzea Grande, é perfeito para compartilhar com amigos e familiares.","Para Casa","EAN/GTIN: 7896004006407",14.90,4
"Salgadinho de Batata em Tubo Original Ruffles 134 g","215552H","Marca: Ruffles. Categoria: Mercearia. Tipo: Salgadinhos e Petiscos. Embalagem: 134g. O salgadinho Ruffles Batata Original é uma opção deliciosa para quem busca um lanche crocante e saboroso. Ideal para acompanhar momentos de descontração em Cuiabá e Várzea Grande, ele traz a tradição e o sabor que todos conhecem. Experimente e descubra como ele pode ser um ótimo complemento para suas refeições ou um lanche prático no dia a dia.","Para Casa","EAN/GTIN: 7892840817435",13.90,12
"Salgadinho de Batata Original Pringles 104 g","pringles.original.104","Marca: Pringles. Categoria: Mercearia. Tipo: Salgadinhos e Petiscos. Embalagem: Tubo. O salgadinho Pringles Original é uma opção prática e saborosa para quem busca um lanche rápido. Ideal para acompanhar momentos de lazer ou festas, ele traz o sabor inconfundível da batata. Disponível em Cuiabá e Várzea Grande, é uma escolha que agrada a todos.","Para Casa","EAN/GTIN: 7896004006277",14.90,2
"Salgadinho de Batata Stranger Things Carne Defumada Pringles 100 g","pringles.stranger.100g","Marca: Pringles. Categoria: Mercearia. Tipo: Salgadinhos e Petiscos. Embalagem: Tubo de 100g. O salgadinho Pringles Stranger Things é uma opção divertida e saborosa para quem busca um lanche prático. Com seu sabor de carne defumada, ele é perfeito para momentos de descontração em Cuiabá e Várzea Grande. Experimente essa combinação única e surpreenda-se com cada crocante.","Para Casa","EAN/GTIN: 7896004011653",14.90,2
"Salgadinho de Milho Assado Sabor Churrasco LuKitao 100 g","7898965992071","Categoria: Mercearia. Tipo: Salgadinhos e Petiscos. Embalagem: 100g. LuKitao Sabor Churrasco 100g é um salgadinho de milho assado, crocante e saboroso, com tempero de churrasco. Apresenta formato tradicional de salgadinho de milho, ideal para lanches rápidos e momentos de descontração. Embalado em pacote de 100g, é uma opção prática e saborosa para quem aprecia snacks com sabor marcante.","Para Casa","EAN/GTIN: 7898965992071",2.89,20
"Salon Line 215ml","P-JZ15","Marca: Salon Line. Categoria: Cabelos. Tipo: Tratamentos Capilares. Embalagem: 215ml. Salon Line 215ml Salon Line BELEZA CABELO TRATAMENTO CAPILAR 215ml Para Você Cabelos Tratamentos Capilares","Para Você","EAN/GTIN: 7908458326112",26.90,2
"Salon Line 300ml","P-JNIW","Marca: Salon Line. Categoria: Cabelos. Tipo: Tratamentos Capilares. Embalagem: 300ml. Salon Line 300ml Salon Line BELEZA CABELO ESCOVA E PENTE DE CABELO 300ml Para Você Cabelos Tratamentos Capilares","Para Você","EAN/GTIN: 7908458326334",26.90,5
"Salsicha ao Molho Anglo 300 g","55551620","Marca: Anglo. Categoria: Mercearia. Tipo: Enlatados e Conservas. Embalagem: 300g. Salsicha ao Molho Anglo 300 g Anglo MERCEARIA BÁSICA ENLATADOS CONSERVAS E ENLATADOS 300g Para Casa Mercearia Enlatados e Conservas","Para Casa","EAN/GTIN: 7899567245220",4.79,15
"Salsicha Pronta Bordon 180 g","58089827","Marca: Bordon. Categoria: Mercearia. Tipo: Enlatados e Conservas. Embalagem: 180g. Salsicha Pronta Bordon 180 g Bordon MERCEARIA BÁSICA ENLATADOS CONSERVAS E ENLATADOS 180g Para Casa Mercearia Enlatados e Conservas","Para Casa","EAN/GTIN: 7896031232083",6.90,8
"Santa Távola Molho de Tomate Bolonhesa 400g","2402950268","Marca: Santa Távola. Categoria: Mercearia. Tipo: Molhos de Tomate. Embalagem: 400g. Santa Távola Molho de Tomate Bolonhesa 400g Santa Távola MACARRÃO E MOLHOS MACARRÃO MASSA SECA 400g Para Casa Mercearia Molhos de Tomate","Para Casa","EAN/GTIN: 7897990112188",17.90,2
"Santa Távola Molho de Tomate com Ricotta 400g","06774917","Marca: Santa Távola. Categoria: Mercearia. Tipo: Molhos de Tomate. Embalagem: 400g. Santa Távola Molho de Tomate com Ricotta 400g Santa Távola MACARRÃO E MOLHOS MACARRÃO MASSA SECA 400g Para Casa Mercearia Molhos de Tomate","Para Casa","EAN/GTIN: 7897990112164",17.90,3
"Santa Távola Molho Quatro Queijo 400g","06907868","Marca: Santa Távola. Categoria: Mercearia. Tipo: Massas. Embalagem: 400g. Santa Távola Molho Quatro Queijo 400g Santa Távola MACARRÃO E MOLHOS MACARRÃO MASSA SECA 400g Para Casa Mercearia Massas","Para Casa","EAN/GTIN: 7897990112195",17.90,2
"Santa Távola Passata Basílico Tomate 680g","06376230","Marca: Santa Távola. Categoria: Mercearia. Tipo: Molhos de Tomate. Embalagem: 680g. Santa Távola Passata Basílico Tomate 680g Santa Távola MACARRÃO E MOLHOS MACARRÃO MASSA SECA 680g Para Casa Mercearia Molhos de Tomate","Para Casa","EAN/GTIN: 602883033009",18.90,6
"Santa Távola Passata Rústica Di Pomodoro Tomate 680g","05766792","Marca: Santa Távola. Categoria: Mercearia. Tipo: Molhos de Tomate. Embalagem: 680g. Santa Távola Passata Rústica Di Pomodoro Tomate 680g Santa Távola MACARRÃO E MOLHOS MACARRÃO MASSA SECA 680g Para Casa Mercearia Molhos de Tomate","Para Casa","EAN/GTIN: 602883033016",18.90,3
"Santa Távola Passata Tradizionale Tomate 680g","06192023","Marca: Santa Távola. Categoria: Mercearia. Tipo: Molhos de Tomate. Embalagem: 680g. Santa Távola Passata Tradizionale Tomate 680g Santa Távola MACARRÃO E MOLHOS MACARRÃO MASSA SECA 680g Para Casa Mercearia Molhos de Tomate","Para Casa","EAN/GTIN: 736532223418",18.90,3
"Santa Távola Tomates Cereja em Suco de Tomate 400g","4477660651","Marca: Santa Távola. Categoria: Mercearia. Tipo: Massas. Embalagem: 400g. Santa Távola Tomates Cereja em Suco de Tomate 400g Santa Távola MACARRÃO E MOLHOS MACARRÃO MASSA SECA 400g Para Casa Mercearia Massas","Para Casa","EAN/GTIN: 788115674896",9.90,2
"Santa Távola Tomates Pelados 400g","54750175","Marca: Santa Távola. Categoria: Mercearia. Tipo: Massas. Embalagem: 400g. Santa Távola Tomates Pelados 400g Santa Távola MACARRÃO E MOLHOS MACARRÃO MASSA SECA 400g Para Casa Mercearia Massas","Para Casa","EAN/GTIN: 736532223401",9.90,3
"Sardinha em Óleo Nautique 125 g","P-1XLE","Marca: Nautique. Categoria: Mercearia. Tipo: Enlatados e Conservas. Embalagem: 125. Sardinha em Óleo Nautique 125 g Nautique MERCEARIA BÁSICA ENLATADOS CONSERVAS E ENLATADOS 125 Para Casa Mercearia Enlatados e Conservas","Para Casa","EAN/GTIN: 7898342050240",5.99,34
"Sardinha Tomate Nautique 125 g","P-AV1J","Marca: Nautique. Categoria: Mercearia. Tipo: Enlatados e Conservas. Embalagem: 125g. Sardinha Tomate Nautique 125 g Nautique MERCEARIA BÁSICA ENLATADOS CONSERVAS E ENLATADOS 125g Para Casa Mercearia Enlatados e Conservas","Para Casa","EAN/GTIN: 7898342050257",5.99,34
"Seda Kit Shampoo e Condicionador Toque de 300ml + 190ml","3257510444","Marca: Seda. Categoria: Cabelos. Tipo: Kits de Shampoo e Condicionador. Embalagem: 300ml + 190ml. Seda Kit Shampoo e Condicionador Toque de 300ml + 190ml Seda SHAMPOO E CONDICIONADOR KIT SHAMPOO E CONDICIONADOR KIT CAPILAR 300ml + 190ml Para Você Cabelos Kits de Shampoo e Condicionador","Para Você","EAN/GTIN: 7891150101630",24.90,1
"Seda Shampoo Hidratao Diaria Unidade","515718V","Marca: Seda. Categoria: Cabelos. Tipo: Shampoo. Embalagem: Unidade. Seda Shampoo Hidratao Diaria Unidade Seda SHAMPOO E CONDICIONADOR SHAMPOO SHAMPOO CAPILAR Unidade Para Você Cabelos Shampoo cabelo seco cabelo ressecado ressecamento hidratar cabelo maciez","Para Você","EAN/GTIN: 7891150037458",16.90,3
"Sérum Capilar Elixir Prolongador de Gloss Glycolic Gloss Elseve 100 ml","P-AEUJ","Marca: Elseve. Categoria: Cabelos. Tipo: Óleos e Séruns Capilares. Embalagem: 100ml. O sérum capilar Elseve Elixir Prolongador de Gloss Glycolic Gloss é ideal para quem busca brilho intenso e proteção para os cabelos. Com tecnologia ativada por calor, ele ajuda a alinhar os fios e a reduzir o frizz, proporcionando um efeito liso duradouro. Disponível na Dona Antônia, em Cuiabá e Várzea Grande, é uma ótima opção para manter seus cabelos saudáveis e bonitos.","Para Você","EAN/GTIN: 7908615055183",29.90,2
"Sérum Facial Garnier Uniform & Matte Antimarcas Vitamina C 15ml","7899706196628","Marca: Elseve. Categoria: Beleza e Cuidados. Tipo: Cuidados com o Rosto. Embalagem: 15ml. O sérum facial Garnier Uniform & Matte é ideal para quem busca reduzir marcas visíveis e controlar a oleosidade da pele. Com uma fórmula que combina vitamina C, niacinamida e ácido salicílico, ele ajuda a uniformizar o tom da pele. A Dona Antônia oferece este produto em Cuiabá e Várzea Grande, proporcionando uma opção prática para o cuidado diário da sua pele.","Para Você","EAN/GTIN: 7899706196628",48.90,2
"Sérum Hidratante Corporal Niacinamida Uniformizador Dove 380 ml","dove.serumcorporal.380","Marca: Dove. Categoria: Beleza e Cuidados. Tipo: Cuidados Corporais. Embalagem: 380ml. O sérum hidratante corporal da Dove com niacinamida é ideal para quem busca hidratação profunda e uniformização do tom da pele. Com 380ml, ele é perfeito para o uso diário, ajudando a reduzir a aparência de marcas escurecidas. Disponível na Dona Antônia, em Cuiabá e Várzea Grande, é uma opção prática e confiável para o cuidado da sua pele.","Para Você","EAN/GTIN: 7891150095809",45.90,2
"Shampoo 2 em 1 Darling 350 ml","226577W","Marca: Darling. Categoria: Cabelos. Tipo: Shampoo. Embalagem: 350ml. Shampoo 2 em 1 Darling 350 ml Darling SHAMPOO E CONDICIONADOR SHAMPOO SHAMPOO CAPILAR 350ml Para Você Cabelos Shampoo","Para Você","EAN/GTIN: 7891024182475",10.90,1
"Shampoo Anticaspa Fragrância Old Spice Head & Shoulders 650 ml","302775L","Marca: Head & Shoulders. Categoria: Cabelos. Tipo: Shampoo. Embalagem: 650ml. Shampoo Anticaspa Fragrância Old Spice Head & Shoulders 650 ml Head & Shoulders SHAMPOO E CONDICIONADOR SHAMPOO SHAMPOO CAPILAR 650ml Para Você Cabelos Shampoo","Para Você","EAN/GTIN: 7500435238687",29.90,3
"Shampoo Blindagem Antiumidade TRESemmé 650 ml","521057V","Marca: TRESemmé. Categoria: Cabelos. Tipo: Shampoo. Embalagem: 650ml. O shampoo TRESemmé Blindagem Antiumidade é ideal para quem busca uma limpeza capilar diária. Com sua fórmula, ele ajuda a proteger os fios contra a umidade e o frizz, proporcionando um cabelo mais saudável. Disponível na Dona Antônia, em Cuiabá e Várzea Grande, é uma escolha confiável para o seu dia a dia.","Para Você","EAN/GTIN: 7891150100312",29.90,9
"Shampoo Cachos Definidos Seda 325 ml","P329","Marca: Seda. Categoria: Cabelos. Tipo: Shampoo. Embalagem: 325ml. Shampoo Cachos Definidos Seda 325 ml Seda SHAMPOO E CONDICIONADOR SHAMPOO SHAMPOO CAPILAR 325ml Para Você Cabelos Shampoo cabelo cacheado cabelo crespo cabelo ondulado definicao de cachos definir cachos","Para Você","EAN/GTIN: 7891150037595",16.90,4
"Shampoo Camomila para Loiros Naturais Lola Cosmetics 200 ml","6892540184","Marca: Lola Cosmetics. Categoria: Cabelos. Tipo: Shampoo. Embalagem: 200ml. Shampoo Camomila para Loiros Naturais Lola Cosmetics 200 ml Lola Cosmetics SHAMPOO E CONDICIONADOR SHAMPOO SHAMPOO CAPILAR 200ml Para Você Cabelos Shampoo","Para Você","EAN/GTIN: 7899572809783",22.90,1
"Shampoo Camomila Pom Pom 200 ml","P-AXAS","Marca: Pom Pom. Categoria: Cabelos. Tipo: Shampoo. Embalagem: 200ml. Shampoo Camomila Pom Pom 200 ml Pom Pom SHAMPOO E CONDICIONADOR SHAMPOO SHAMPOO CAPILAR 200ml Para Você Cabelos Shampoo","Para Você","EAN/GTIN: 7896012877722",14.90,9
"Shampoo Ceramidas Darling 350 ml","683655Q","Marca: Darling. Categoria: Cabelos. Tipo: Shampoo. Embalagem: 350ml. Shampoo Ceramidas Darling 350 ml Darling SHAMPOO E CONDICIONADOR SHAMPOO SHAMPOO CAPILAR 350ml Para Você Cabelos Shampoo","Para Você","EAN/GTIN: 7891024181072",10.90,4
"Shampoo Ceramidas Force Palmolive 650 ml","7509546674957","Marca: Palmolive. Categoria: Cabelos. Tipo: Shampoo. Embalagem: 650ml. Shampoo Ceramidas Force Palmolive 650 ml Palmolive SHAMPOO E CONDICIONADOR SHAMPOO SHAMPOO CAPILAR 650ml Para Você Cabelos Shampoo","Para Você","EAN/GTIN: 7509546674957",18.90,3
"Shampoo Ceramidas Seda 325 ml","300202T","Marca: Seda. Categoria: Cabelos. Tipo: Shampoo. Embalagem: 325ml. Shampoo Ceramidas Seda 325 ml Seda SHAMPOO E CONDICIONADOR SHAMPOO SHAMPOO CAPILAR 325ml Para Você Cabelos Shampoo","Para Você","EAN/GTIN: 7891150037397",16.90,8
"Shampoo Clássico Neutrox 300 ml","930618H","Marca: Neutrox. Categoria: Cabelos. Tipo: Shampoo. Embalagem: 300ml. O Shampoo Neutrox Clássico é ideal para a limpeza dos cabelos, proporcionando uma sensação de frescor e leveza. Perfeito para o uso diário, ele se destaca na rotina de cuidados capilares, sendo uma escolha popular entre os moradores de Cuiabá e Várzea Grande. Experimente e sinta a diferença na sua rotina de beleza com este produto de qualidade.","Para Você","EAN/GTIN: 7891176117608",14.90,3
"Shampoo Clássico Neutrox 500 ml","476585O","Marca: Neutrox. Categoria: Cabelos. Tipo: Shampoo. Embalagem: 500ml. O Shampoo Neutrox Clássico é ideal para a limpeza dos cabelos, proporcionando uma rotina de cuidados diários. Com sua fórmula suave, ele ajuda a manter os fios limpos e frescos, sendo uma ótima opção para quem busca praticidade no dia a dia. Disponível na Dona Antônia, em Cuiabá e Várzea Grande, é um produto que se destaca pela sua eficiência.","Para Você","EAN/GTIN: 7908324403480",18.90,3
"Shampoo Cristal de Hortelã Skala 600 ml","796242K","Marca: Skala. Categoria: Cabelos. Tipo: Shampoo. Embalagem: 600ml. Shampoo Cristal de Hortelã Skala 600 ml Skala SHAMPOO E CONDICIONADOR SHAMPOO SHAMPOO CAPILAR 600ml Para Você Cabelos Shampoo","Para Você","EAN/GTIN: 7897042020980",16.90,3
"Shampoo Danos Vorazes Lola Cosmetics 250 ml","308555W","Marca: Lola Cosmetics. Categoria: Cabelos. Tipo: Shampoo. Embalagem: 250ml. Shampoo Danos Vorazes Lola Cosmetics 250 ml Lola Cosmetics SHAMPOO E CONDICIONADOR SHAMPOO SHAMPOO CAPILAR 250ml Para Você Cabelos Shampoo","Para Você","EAN/GTIN: 7899572811724",23.90,4
"Shampoo Darling Tília 350 ml","7891024180877","Marca: Darling. Categoria: Cabelos. Tipo: Shampoo. Embalagem: 350 ml. O Shampoo Darling Tília 350 ml é formulado para cabelos secos, tingidos ou quimicamente tratados, proporcionando restauração e hidratação profunda. Sua composição inclui tília e pró-vitamina B5, que fortalecem os fios e conferem fragrância duradoura. A embalagem de 350 ml é prática para uso diário.","Para Você","EAN/GTIN: 7891024180877",8.90,1
"Shampoo de Cereja Skala","725967Q","Marca: Skala. Categoria: Cabelos. Tipo: Shampoo. Embalagem: Unidade. Shampoo de Cereja Skala Skala SHAMPOO E CONDICIONADOR SHAMPOO SHAMPOO CAPILAR Unidade Para Você Cabelos Shampoo","Para Você","EAN/GTIN: 7897042020713",9.90,3
"Shampoo de Glicerina Pampers 400 ml","203026T","Marca: Pampers. Categoria: Bebê. Tipo: Banho do Bebê. Embalagem: 400ml. Shampoo de Glicerina Pampers 400 ml Pampers BEBÊ BANHO SHAMPOO E CONDICIONADOR INFANTIL 400ml Para Você Bebê Banho do Bebê","Para Você","EAN/GTIN: 7891033519330",28.90,2
"Shampoo de Uva Skala 325 ml","297756D","Marca: Skala. Categoria: Cabelos. Tipo: Shampoo. Embalagem: 325ml. Shampoo de Uva Skala 325 ml Skala SHAMPOO E CONDICIONADOR SHAMPOO SHAMPOO CAPILAR 325ml Para Você Cabelos Shampoo","Para Você","EAN/GTIN: 7897042019250",9.90,3
"Shampoo Densidade Lola Cosmetics 250 ml","lola.shampoodensidade.250","Marca: Lola Cosmetics. Categoria: Cabelos. Tipo: Shampoo. Embalagem: Pote 250ml. O shampoo Densidade da Lola Cosmetics é ideal para fortalecer e estimular o crescimento de cabelos finos e com queda. Com uma fórmula vegana e livre de cloreto de sódio, ele é dermatologicamente testado, garantindo um cuidado especial para seus fios. Disponível em Cuiabá e Várzea Grande, é uma ótima opção para quem busca um produto confiável e natural para o dia a dia.","Para Você","EAN/GTIN: 7899572812042",24.90,4
"Shampoo Detox Capilar TRESemmé 650 ml","455881A","Marca: TRESemmé. Categoria: Cabelos. Tipo: Shampoo. Embalagem: 650ml. O shampoo TRESemmé Detox Capilar é ideal para quem busca uma limpeza profunda e purificação dos cabelos. Com ingredientes botânicos como matcha e gengibre, ele ajuda a remover resíduos acumulados, proporcionando nutrição intensa aos fios. Perfeito para uso diário, é indicado para cabelos equilibrados a oleosos. Experimente a qualidade que a Dona Antônia traz para Cuiabá e Várzea Grande.","Para Você","EAN/GTIN: 7891150091191",29.90,18
"Shampoo Detox Darling 350 ml","153079H","Marca: Darling. Categoria: Cabelos. Tipo: Shampoo. Embalagem: 350ml. Shampoo Detox Darling 350 ml Darling SHAMPOO E CONDICIONADOR SHAMPOO SHAMPOO CAPILAR 350ml Para Você Cabelos Shampoo limpeza profunda oleosidade cabelo oleoso remover residuos purificacao","Para Você","EAN/GTIN: 7509546682600",10.90,2
"Shampoo Detox Palmolive 350 ml","562875Q","Marca: Palmolive. Categoria: Cabelos. Tipo: Shampoo. Embalagem: 350ml. Shampoo Detox Palmolive 350 ml Palmolive SHAMPOO E CONDICIONADOR SHAMPOO SHAMPOO CAPILAR 350ml Para Você Cabelos Shampoo limpeza profunda oleosidade cabelo oleoso remover residuos purificacao","Para Você","EAN/GTIN: 7891024042908",13.90,2
"Shampoo Dream Cream Lola Cosmetics 250 ml","176694J","Marca: Lola Cosmetics. Categoria: Cabelos. Tipo: Shampoo. Embalagem: 250ml. Shampoo Dream Cream Lola Cosmetics 250 ml Lola Cosmetics SHAMPOO E CONDICIONADOR SHAMPOO SHAMPOO CAPILAR 250ml Para Você Cabelos Shampoo","Para Você","EAN/GTIN: 7899572810178",28.90,1
